network,seed,case_id,source,class_label,class_name,dice,hd95
swinunetr,20260520,404717_401091,TB,6,testis,0.946009,5.9402
swinunetr,20260520,404717_401091,TB,7,thoracic_cavity,0.980963,3.0882
swinunetr,20260520,404717_401091,TB,8,abdominal_and_pelvic_cavity,0.981449,4.8828
swinunetr,20260520,404728_401086,TB,1,front,0.979531,15.0000
swinunetr,20260520,404728_401086,TB,2,middle,0.961432,15.0000
swinunetr,20260520,404728_401086,TB,3,end,0.984949,5.0000
swinunetr,20260520,404728_401086,TB,4,left_kidney,0.696537,130.2324
swinunetr,20260520,404728_401086,TB,5,right_kidney,0.607642,20.0476
swinunetr,20260520,404728_401086,TB,6,testis,0.907581,8.8431
swinunetr,20260520,404728_401086,TB,7,thoracic_cavity,0.975489,5.0000
swinunetr,20260520,404728_401086,TB,8,abdominal_and_pelvic_cavity,0.980043,5.0000
swinunetr,20260520,403390_402127,TB,1,front,0.990829,6.4197
swinunetr,20260520,403390_402127,TB,2,middle,0.977693,7.1095
swinunetr,20260520,403390_402127,TB,3,end,0.985567,5.0945
swinunetr,20260520,403390_402127,TB,4,left_kidney,0.796868,22.3744
swinunetr,20260520,403390_402127,TB,5,right_kidney,0.833107,133.0974
swinunetr,20260520,403390_402127,TB,6,testis,0.933241,6.9887
swinunetr,20260520,403390_402127,TB,7,thoracic_cavity,0.980625,3.0882
swinunetr,20260520,403390_402127,TB,8,abdominal_and_pelvic_cavity,0.978792,5.0000
swinunetr,20260520,405948_400388,TB,1,front,0.985886,10.2356
swinunetr,20260520,405948_400388,TB,2,middle,0.964213,10.7802
swinunetr,20260520,405948_400388,TB,3,end,0.981586,9.6780
swinunetr,20260520,405948_400388,TB,4,left_kidney,0.943365,5.0000
swinunetr,20260520,405948_400388,TB,5,right_kidney,0.907589,9.2755
swinunetr,20260520,405948_400388,TB,6,testis,0.934756,5.0000
swinunetr,20260520,405948_400388,TB,7,thoracic_cavity,0.976190,4.3673
swinunetr,20260520,405948_400388,TB,8,abdominal_and_pelvic_cavity,0.979855,5.0000
swinunetr,20260520,403339_402475,TB,1,front,0.978064,20.0000
swinunetr,20260520,403339_402475,TB,2,middle,0.949592,22.3850
swinunetr,20260520,403339_402475,TB,3,end,0.974041,11.5224
swinunetr,20260520,403339_402475,TB,4,left_kidney,0.926525,6.9053
swinunetr,20260520,403339_402475,TB,5,right_kidney,0.935361,4.0265
swinunetr,20260520,403339_402475,TB,6,testis,0.918260,16.5118
swinunetr,20260520,403339_402475,TB,7,thoracic_cavity,0.975147,5.0000
swinunetr,20260520,403339_402475,TB,8,abdominal_and_pelvic_cavity,0.974181,6.5510
swinunetr,20260521,156052000030695,HZAU,1,front,0.962496,21.1041
swinunetr,20260521,156052000030695,HZAU,2,middle,0.981736,5.1580
swinunetr,20260521,156052000030695,HZAU,3,end,0.990159,5.0000
swinunetr,20260521,156052000030695,HZAU,4,left_kidney,0.925060,120.3067
swinunetr,20260521,156052000030695,HZAU,5,right_kidney,0.914346,6.2550
swinunetr,20260521,156052000030695,HZAU,7,thoracic_cavity,0.991821,1.2510
swinunetr,20260521,156052000030695,HZAU,8,abdominal_and_pelvic_cavity,0.991771,1.7692
swinunetr,20260521,156052000030695,HZAU,9,head,0.918309,25.0000
swinunetr,20260521,156052000037132,HZAU,1,front,0.972647,15.0000
swinunetr,20260521,156052000037132,HZAU,2,middle,0.970678,11.4586
swinunetr,20260521,156052000037132,HZAU,3,end,0.987879,6.2518
swinunetr,20260521,156052000037132,HZAU,4,left_kidney,0.941820,4.5105
swinunetr,20260521,156052000037132,HZAU,5,right_kidney,0.952941,2.7973
swinunetr,20260521,156052000037132,HZAU,7,thoracic_cavity,0.991941,1.2510
swinunetr,20260521,156052000037132,HZAU,8,abdominal_and_pelvic_cavity,0.992159,2.5020
swinunetr,20260521,156052000037132,HZAU,9,head,0.964080,13.3510
swinunetr,20260521,133140_114338,TB,1,front,0.990668,5.0945
swinunetr,20260521,133140_114338,TB,2,middle,0.978566,5.7122
swinunetr,20260521,133140_114338,TB,3,end,0.983980,5.0945
swinunetr,20260521,133140_114338,TB,4,left_kidney,0.937869,5.5243
swinunetr,20260521,133140_114338,TB,5,right_kidney,0.921969,114.3838
swinunetr,20260521,133140_114338,TB,6,testis,0.949054,7.7644
swinunetr,20260521,133140_114338,TB,7,thoracic_cavity,0.978231,5.0000
swinunetr,20260521,133140_114338,TB,8,abdominal_and_pelvic_cavity,0.981446,5.0000
swinunetr,20260521,146478_111610,TB,1,front,0.981582,14.6879
swinunetr,20260521,146478_111610,TB,2,middle,0.963532,12.5767
swinunetr,20260521,146478_111610,TB,3,end,0.979474,10.0000
swinunetr,20260521,146478_111610,TB,4,left_kidney,0.955311,2.7621
swinunetr,20260521,146478_111610,TB,5,right_kidney,0.953324,2.1837
swinunetr,20260521,146478_111610,TB,6,testis,0.927175,6.2530
swinunetr,20260521,146478_111610,TB,7,thoracic_cavity,0.977719,3.5210
swinunetr,20260521,146478_111610,TB,8,abdominal_and_pelvic_cavity,0.980057,4.8828
swinunetr,20260521,156052000036762,HZAU,1,front,0.977159,11.7951
swinunetr,20260521,156052000036762,HZAU,2,middle,0.973793,10.0000
swinunetr,20260521,156052000036762,HZAU,3,end,0.989581,5.0000
swinunetr,20260521,156052000036762,HZAU,4,left_kidney,0.972716,1.2510
swinunetr,20260521,156052000036762,HZAU,5,right_kidney,0.977574,1.2510
swinunetr,20260521,156052000036762,HZAU,7,thoracic_cavity,0.992037,1.2510
swinunetr,20260521,156052000036762,HZAU,8,abdominal_and_pelvic_cavity,0.991985,2.5020
swinunetr,20260521,156052000036762,HZAU,9,head,0.972885,10.0000
swinunetr,20260521,156052000037131,HZAU,1,front,0.980516,10.0000
swinunetr,20260521,156052000037131,HZAU,2,middle,0.978821,10.0000
swinunetr,20260521,156052000037131,HZAU,3,end,0.990754,5.0000
swinunetr,20260521,156052000037131,HZAU,4,left_kidney,0.981076,1.2510
swinunetr,20260521,156052000037131,HZAU,5,right_kidney,0.980689,1.2510
swinunetr,20260521,156052000037131,HZAU,7,thoracic_cavity,0.991191,1.2510
swinunetr,20260521,156052000037131,HZAU,8,abdominal_and_pelvic_cavity,0.992569,1.7692
swinunetr,20260521,156052000037131,HZAU,9,head,0.979291,5.7293
swinunetr,20260521,156052000037142,HZAU,1,front,0.978104,15.0000
swinunetr,20260521,156052000037142,HZAU,2,middle,0.980881,6.0392
swinunetr,20260521,156052000037142,HZAU,3,end,0.989207,5.0000
swinunetr,20260521,156052000037142,HZAU,4,left_kidney,0.931358,10.3852
swinunetr,20260521,156052000037142,HZAU,5,right_kidney,0.942096,111.4518
swinunetr,20260521,156052000037142,HZAU,7,thoracic_cavity,0.990483,1.5966
swinunetr,20260521,156052000037142,HZAU,8,abdominal_and_pelvic_cavity,0.991104,2.5245
swinunetr,20260521,156052000037142,HZAU,9,head,0.948742,15.0000
swinunetr,20260521,156052000037111,HZAU,1,front,0.982057,10.0000
swinunetr,20260521,156052000037111,HZAU,2,middle,0.978313,7.8597
swinunetr,20260521,156052000037111,HZAU,3,end,0.989501,5.0000
swinunetr,20260521,156052000037111,HZAU,4,left_kidney,0.944833,8.2527
swinunetr,20260521,156052000037111,HZAU,5,right_kidney,0.964934,2.8587
swinunetr,20260521,156052000037111,HZAU,7,thoracic_cavity,0.990840,1.2784
swinunetr,20260521,156052000037111,HZAU,8,abdominal_and_pelvic_cavity,0.990735,2.7120
swinunetr,20260521,156052000037111,HZAU,9,head,0.978525,8.7922
swinunetr,20260521,136514_122984,TB,1,front,0.989913,5.4560
swinunetr,20260521,136514_122984,TB,2,middle,0.977539,6.1154
swinunetr,20260521,136514_122984,TB,3,end,0.983372,5.9402
swinunetr,20260521,136514_122984,TB,4,left_kidney,0.951416,4.3673
swinunetr,20260521,136514_122984,TB,5,right_kidney,0.966333,2.7621
swinunetr,20260521,136514_122984,TB,6,testis,0.914743,7.6272
swinunetr,20260521,136514_122984,TB,7,thoracic_cavity,0.979517,4.3673
swinunetr,20260521,136514_122984,TB,8,abdominal_and_pelvic_cavity,0.981548,5.0000
swinunetr,20260521,136518_122095,TB,1,front,0.991065,5.0000
swinunetr,20260521,136518_122095,TB,2,middle,0.974233,10.0000
swinunetr,20260521,136518_122095,TB,3,end,0.979660,10.0000
swinunetr,20260521,136518_122095,TB,4,left_kidney,0.860554,11.4458
swinunetr,20260521,136518_122095,TB,5,right_kidney,0.876175,145.6983
swinunetr,20260521,136518_122095,TB,6,testis,0.944844,6.6388
swinunetr,20260521,136518_122095,TB,7,thoracic_cavity,0.978067,4.0265
swinunetr,20260521,136518_122095,TB,8,abdominal_and_pelvic_cavity,0.979076,5.3679
swinunetr,20260521,156052000036792,HZAU,1,front,0.920537,39.0640
swinunetr,20260521,156052000036792,HZAU,2,middle,0.979077,7.2918
swinunetr,20260521,156052000036792,HZAU,3,end,0.989891,5.0000
swinunetr,20260521,156052000036792,HZAU,4,left_kidney,0.972074,1.7692
swinunetr,20260521,156052000036792,HZAU,5,right_kidney,0.966811,2.5020
swinunetr,20260521,156052000036792,HZAU,7,thoracic_cavity,0.990653,1.2510
swinunetr,20260521,156052000036792,HZAU,8,abdominal_and_pelvic_cavity,0.991991,2.5020
swinunetr,20260521,156052000036792,HZAU,9,head,0.744778,38.1578
swinunetr,20260521,156052000037134,HZAU,1,front,0.977732,14.5723
swinunetr,20260521,156052000037134,HZAU,2,middle,0.976559,10.0674
swinunetr,20260521,156052000037134,HZAU,3,end,0.990844,5.0000
swinunetr,20260521,156052000037134,HZAU,4,left_kidney,0.969947,2.6005
swinunetr,20260521,156052000037134,HZAU,5,right_kidney,0.964665,2.6005
swinunetr,20260521,156052000037134,HZAU,7,thoracic_cavity,0.990294,1.1630
swinunetr,20260521,156052000037134,HZAU,8,abdominal_and_pelvic_cavity,0.991693,2.3260
swinunetr,20260521,156052000037134,HZAU,9,head,0.976002,9.2664
swinunetr,20260521,156052000037130,HZAU,1,front,0.982446,10.0000
swinunetr,20260521,156052000037130,HZAU,2,middle,0.979864,6.4483
swinunetr,20260521,156052000037130,HZAU,3,end,0.991509,5.0000
swinunetr,20260521,156052000037130,HZAU,4,left_kidney,0.965760,2.8793
swinunetr,20260521,156052000037130,HZAU,5,right_kidney,0.973291,1.4397
swinunetr,20260521,156052000037130,HZAU,7,thoracic_cavity,0.989010,2.0360
swinunetr,20260521,156052000037130,HZAU,8,abdominal_and_pelvic_cavity,0.993302,2.0360
swinunetr,20260521,156052000037130,HZAU,9,head,0.976818,6.1080
swinunetr,20260521,156052000030703,HZAU,1,front,0.981843,10.0000
swinunetr,20260521,156052000030703,HZAU,2,middle,0.978459,10.0000
swinunetr,20260521,156052000030703,HZAU,3,end,0.990635,5.0000
swinunetr,20260521,156052000030703,HZAU,4,left_kidney,0.969778,2.1280
swinunetr,20260521,156052000030703,HZAU,5,right_kidney,0.955109,4.3870
swinunetr,20260521,156052000030703,HZAU,7,thoracic_cavity,0.991164,1.0640
swinunetr,20260521,156052000030703,HZAU,8,abdominal_and_pelvic_cavity,0.991545,2.3792
swinunetr,20260521,156052000030703,HZAU,9,head,0.973400,10.0000
swinunetr,20260521,156052000036803,HZAU,1,front,0.979477,12.7813
swinunetr,20260521,156052000036803,HZAU,2,middle,0.976382,10.0985
swinunetr,20260521,156052000036803,HZAU,3,end,0.989266,7.0357
swinunetr,20260521,156052000036803,HZAU,4,left_kidney,0.974457,1.4071
swinunetr,20260521,156052000036803,HZAU,5,right_kidney,0.978033,1.4071
swinunetr,20260521,156052000036803,HZAU,7,thoracic_cavity,0.989058,1.9900
swinunetr,20260521,156052000036803,HZAU,8,abdominal_and_pelvic_cavity,0.992635,1.9900
swinunetr,20260521,156052000036803,HZAU,9,head,0.970020,10.8088
swinunetr,20260521,136032_122089,TB,1,front,0.977467,15.1266
swinunetr,20260521,136032_122089,TB,2,middle,0.960471,15.1266
swinunetr,20260521,136032_122089,TB,3,end,0.975919,10.0000
swinunetr,20260521,136032_122089,TB,4,left_kidney,0.947079,5.0000
swinunetr,20260521,136032_122089,TB,5,right_kidney,0.951216,3.9062
swinunetr,20260521,136032_122089,TB,6,testis,0.948001,6.1154
swinunetr,20260521,136032_122089,TB,7,thoracic_cavity,0.967850,6.2530
swinunetr,20260521,136032_122089,TB,8,abdominal_and_pelvic_cavity,0.977970,5.0000
swinunetr,20260521,156202411000033,HZAU,1,front,0.969953,20.0000
swinunetr,20260521,156202411000033,HZAU,2,middle,0.965054,15.4624
swinunetr,20260521,156202411000033,HZAU,3,end,0.987761,6.2518
swinunetr,20260521,156202411000033,HZAU,4,left_kidney,0.972570,1.7692
swinunetr,20260521,156202411000033,HZAU,5,right_kidney,0.972206,1.2510
swinunetr,20260521,156202411000033,HZAU,7,thoracic_cavity,0.989671,1.7692
swinunetr,20260521,156202411000033,HZAU,8,abdominal_and_pelvic_cavity,0.991485,2.5020
swinunetr,20260521,156202411000033,HZAU,9,head,0.972708,10.0000
swinunetr,20260521,156052000037184,HZAU,1,front,0.981161,10.0000
swinunetr,20260521,156052000037184,HZAU,2,middle,0.978518,10.0000
swinunetr,20260521,156052000037184,HZAU,3,end,0.988494,7.5033
swinunetr,20260521,156052000037184,HZAU,4,left_kidney,0.961897,1.7692
swinunetr,20260521,156052000037184,HZAU,5,right_kidney,0.973132,1.2510
swinunetr,20260521,156052000037184,HZAU,7,thoracic_cavity,0.991451,1.2510
swinunetr,20260521,156052000037184,HZAU,8,abdominal_and_pelvic_cavity,0.992180,1.7692
swinunetr,20260521,156052000037184,HZAU,9,head,0.971455,10.0000
swinunetr,20260521,156052000037636,HZAU,1,front,0.977230,15.0000
swinunetr,20260521,156052000037636,HZAU,2,middle,0.977320,10.0635
swinunetr,20260521,156052000037636,HZAU,3,end,0.990777,5.0000
swinunetr,20260521,156052000037636,HZAU,4,left_kidney,0.874090,140.6615
swinunetr,20260521,156052000037636,HZAU,5,right_kidney,0.843893,15.3361
swinunetr,20260521,156052000037636,HZAU,7,thoracic_cavity,0.989104,1.5967
swinunetr,20260521,156052000037636,HZAU,8,abdominal_and_pelvic_cavity,0.992892,1.5966
swinunetr,20260521,156052000037636,HZAU,9,head,0.974136,10.0000
swinunetr,20260521,156052000037691,HZAU,1,front,0.970075,20.4905
swinunetr,20260521,156052000037691,HZAU,2,middle,0.965235,20.0000
swinunetr,20260521,156052000037691,HZAU,3,end,0.990186,5.0000
swinunetr,20260521,156052000037691,HZAU,4,left_kidney,0.958959,3.9086
swinunetr,20260521,156052000037691,HZAU,5,right_kidney,0.954150,111.5340
swinunetr,20260521,156052000037691,HZAU,7,thoracic_cavity,0.991003,1.7480
swinunetr,20260521,156052000037691,HZAU,8,abdominal_and_pelvic_cavity,0.991952,2.4720
swinunetr,20260521,156052000037691,HZAU,9,head,0.980595,5.0000
swinunetr,20260521,206178_202851,TB,1,front,0.975053,15.0000
swinunetr,20260521,206178_202851,TB,2,middle,0.962032,15.0000
swinunetr,20260521,206178_202851,TB,3,end,0.982858,5.1872
swinunetr,20260521,206178_202851,TB,4,left_kidney,0.966506,1.9531
swinunetr,20260521,206178_202851,TB,5,right_kidney,0.958593,2.1837
swinunetr,20260521,206178_202851,TB,6,testis,0.918969,6.9887
swinunetr,20260521,206178_202851,TB,7,thoracic_cavity,0.978050,3.5210
swinunetr,20260521,206178_202851,TB,8,abdominal_and_pelvic_cavity,0.984710,3.9062
swinunetr,20260521,156052000037201,HZAU,1,front,0.970000,20.0000
swinunetr,20260521,156052000037201,HZAU,2,middle,0.978189,10.0000
swinunetr,20260521,156052000037201,HZAU,3,end,0.988307,10.0000
swinunetr,20260521,156052000037201,HZAU,4,left_kidney,0.962766,2.1960
swinunetr,20260521,156052000037201,HZAU,5,right_kidney,0.976724,1.5528
swinunetr,20260521,156052000037201,HZAU,7,thoracic_cavity,0.991331,1.5528
swinunetr,20260521,156052000037201,HZAU,8,abdominal_and_pelvic_cavity,0.992980,2.1960
swinunetr,20260521,156052000037201,HZAU,9,head,0.926522,24.3782
swinunetr,20260521,156052000037670,HZAU,1,front,0.966408,20.0000
swinunetr,20260521,156052000037670,HZAU,2,middle,0.964166,15.0000
swinunetr,20260521,156052000037670,HZAU,3,end,0.983772,14.4450
swinunetr,20260521,156052000037670,HZAU,4,left_kidney,0.971136,1.7423
swinunetr,20260521,156052000037670,HZAU,5,right_kidney,0.975957,1.2320
swinunetr,20260521,156052000037670,HZAU,7,thoracic_cavity,0.989727,1.2320
swinunetr,20260521,156052000037670,HZAU,8,abdominal_and_pelvic_cavity,0.991297,2.4640
swinunetr,20260521,156052000037670,HZAU,9,head,0.952516,16.5506
swinunetr,20260521,156202411000574,HZAU,1,front,0.972621,15.0000
swinunetr,20260521,156202411000574,HZAU,2,middle,0.973089,10.0000
swinunetr,20260521,156202411000574,HZAU,3,end,0.989071,7.1779
swinunetr,20260521,156202411000574,HZAU,4,left_kidney,0.974619,1.4566
swinunetr,20260521,156202411000574,HZAU,5,right_kidney,0.979301,1.0300
swinunetr,20260521,156202411000574,HZAU,7,thoracic_cavity,0.991368,1.0300
swinunetr,20260521,156202411000574,HZAU,8,abdominal_and_pelvic_cavity,0.992494,1.4566
swinunetr,20260521,156202411000574,HZAU,9,head,0.955487,15.1408
swinunetr,20260521,205870_202923,TB,1,front,0.966658,25.0000
swinunetr,20260521,205870_202923,TB,2,middle,0.949549,25.0000
swinunetr,20260521,205870_202923,TB,3,end,0.980095,10.0000
swinunetr,20260521,205870_202923,TB,4,left_kidney,0.959202,4.3673
swinunetr,20260521,205870_202923,TB,5,right_kidney,0.973275,2.1837
swinunetr,20260521,205870_202923,TB,6,testis,0.930007,10.4822
swinunetr,20260521,205870_202923,TB,7,thoracic_cavity,0.979000,4.3673
swinunetr,20260521,205870_202923,TB,8,abdominal_and_pelvic_cavity,0.981405,5.0000
swinunetr,20260521,156052000037404,HZAU,1,front,0.976390,15.0000
swinunetr,20260521,156052000037404,HZAU,2,middle,0.971984,11.9285
swinunetr,20260521,156052000037404,HZAU,3,end,0.986903,7.4109
swinunetr,20260521,156052000037404,HZAU,4,left_kidney,0.940791,5.4700
swinunetr,20260521,156052000037404,HZAU,5,right_kidney,0.969797,1.5472
swinunetr,20260521,156052000037404,HZAU,7,thoracic_cavity,0.989915,1.5471
swinunetr,20260521,156052000037404,HZAU,8,abdominal_and_pelvic_cavity,0.992498,2.1880
swinunetr,20260521,156052000037404,HZAU,9,head,0.970820,15.0000
swinunetr,20260521,308577_304377,TB,1,front,0.978934,15.0000
swinunetr,20260521,308577_304377,TB,2,middle,0.966595,11.2985
swinunetr,20260521,308577_304377,TB,3,end,0.985799,5.0000
swinunetr,20260521,308577_304377,TB,4,left_kidney,0.927599,5.9402
swinunetr,20260521,308577_304377,TB,5,right_kidney,0.949049,2.7621
swinunetr,20260521,308577_304377,TB,6,testis,0.948323,4.8828
swinunetr,20260521,308577_304377,TB,7,thoracic_cavity,0.981446,2.9297
swinunetr,20260521,308577_304377,TB,8,abdominal_and_pelvic_cavity,0.982386,4.1432
swinunetr,20260521,207633_204331,TB,1,front,0.979196,13.5969
swinunetr,20260521,207633_204331,TB,2,middle,0.963394,15.0000
swinunetr,20260521,207633_204331,TB,3,end,0.983142,5.2589
swinunetr,20260521,207633_204331,TB,4,left_kidney,0.962207,2.7621
swinunetr,20260521,207633_204331,TB,5,right_kidney,0.968237,1.9531
swinunetr,20260521,207633_204331,TB,6,testis,0.933652,5.9402
swinunetr,20260521,207633_204331,TB,7,thoracic_cavity,0.977861,4.0265
swinunetr,20260521,207633_204331,TB,8,abdominal_and_pelvic_cavity,0.979068,5.0000
swinunetr,20260521,305810_305052,TB,1,front,0.978823,15.4673
swinunetr,20260521,305810_305052,TB,2,middle,0.967806,10.7802
swinunetr,20260521,305810_305052,TB,3,end,0.981890,5.7951
swinunetr,20260521,305810_305052,TB,4,left_kidney,0.949950,5.0000
swinunetr,20260521,305810_305052,TB,5,right_kidney,0.947961,3.9062
swinunetr,20260521,305810_305052,TB,6,testis,0.937359,5.7951
swinunetr,20260521,305810_305052,TB,7,thoracic_cavity,0.976872,5.0000
swinunetr,20260521,305810_305052,TB,8,abdominal_and_pelvic_cavity,0.984111,4.8828
swinunetr,20260521,308495_301122,TB,1,front,0.976896,15.1266
swinunetr,20260521,308495_301122,TB,2,middle,0.964236,15.0000
swinunetr,20260521,308495_301122,TB,3,end,0.986250,5.0945
swinunetr,20260521,308495_301122,TB,4,left_kidney,0.953959,4.1432
swinunetr,20260521,308495_301122,TB,5,right_kidney,0.904486,7.8733
swinunetr,20260521,308495_301122,TB,6,testis,0.946659,4.9795
swinunetr,20260521,308495_301122,TB,7,thoracic_cavity,0.980085,3.9062
swinunetr,20260521,308495_301122,TB,8,abdominal_and_pelvic_cavity,0.980136,4.8828
swinunetr,20260521,308240_310625,TB,1,front,0.972627,20.0000
swinunetr,20260521,308240_310625,TB,2,middle,0.969388,12.7275
swinunetr,20260521,308240_310625,TB,3,end,0.984568,5.0000
swinunetr,20260521,308240_310625,TB,4,left_kidney,0.953896,2.7621
swinunetr,20260521,308240_310625,TB,5,right_kidney,0.958526,1.9531
swinunetr,20260521,308240_310625,TB,6,testis,0.952362,4.1432
swinunetr,20260521,308240_310625,TB,7,thoracic_cavity,0.979347,4.8828
swinunetr,20260521,308240_310625,TB,8,abdominal_and_pelvic_cavity,0.976952,4.9795
swinunetr,20260521,207541_202151,TB,1,front,0.974879,20.0000
swinunetr,20260521,207541_202151,TB,2,middle,0.951809,20.0000
swinunetr,20260521,207541_202151,TB,3,end,0.981472,9.2129
swinunetr,20260521,207541_202151,TB,4,left_kidney,0.934996,5.0000
swinunetr,20260521,207541_202151,TB,5,right_kidney,0.951567,3.5210
swinunetr,20260521,207541_202151,TB,6,testis,0.931985,7.8125
swinunetr,20260521,207541_202151,TB,7,thoracic_cavity,0.977964,5.0000
swinunetr,20260521,207541_202151,TB,8,abdominal_and_pelvic_cavity,0.979267,5.0000
swinunetr,20260521,313120_310061,TB,1,front,0.990057,5.4560
swinunetr,20260521,313120_310061,TB,2,middle,0.973915,10.0000
swinunetr,20260521,313120_310061,TB,3,end,0.982185,9.6180
swinunetr,20260521,313120_310061,TB,4,left_kidney,0.940683,4.1432
swinunetr,20260521,313120_310061,TB,5,right_kidney,0.951755,2.9297
swinunetr,20260521,313120_310061,TB,6,testis,0.936811,6.1154
swinunetr,20260521,313120_310061,TB,7,thoracic_cavity,0.981118,2.9297
swinunetr,20260521,313120_310061,TB,8,abdominal_and_pelvic_cavity,0.982496,4.0265
swinunetr,20260521,404728_401086,TB,1,front,0.978679,15.0000
swinunetr,20260521,404728_401086,TB,2,middle,0.960180,15.0000
swinunetr,20260521,404728_401086,TB,3,end,0.984869,5.0000
swinunetr,20260521,404728_401086,TB,4,left_kidney,0.741466,118.2859
swinunetr,20260521,404728_401086,TB,5,right_kidney,0.798029,10.9712
swinunetr,20260521,404728_401086,TB,6,testis,0.918362,6.6388
swinunetr,20260521,404728_401086,TB,7,thoracic_cavity,0.976854,4.8828
swinunetr,20260521,404728_401086,TB,8,abdominal_and_pelvic_cavity,0.980070,5.0000
swinunetr,20260521,404717_401091,TB,1,front,0.991575,5.0000
swinunetr,20260521,404717_401091,TB,2,middle,0.974427,10.0000
swinunetr,20260521,404717_401091,TB,3,end,0.982331,10.0000
swinunetr,20260521,404717_401091,TB,4,left_kidney,0.929745,5.0945
swinunetr,20260521,404717_401091,TB,5,right_kidney,0.964706,1.9531
swinunetr,20260521,404717_401091,TB,6,testis,0.949680,5.2590
swinunetr,20260521,404717_401091,TB,7,thoracic_cavity,0.980874,2.9297
swinunetr,20260521,404717_401091,TB,8,abdominal_and_pelvic_cavity,0.981932,4.1432
swinunetr,20260521,501877_500337,TB,1,front,0.989111,5.8594
swinunetr,20260521,501877_500337,TB,2,middle,0.972031,8.4694
swinunetr,20260521,501877_500337,TB,3,end,0.981189,5.4560
swinunetr,20260521,501877_500337,TB,4,left_kidney,0.933095,3.9062
swinunetr,20260521,501877_500337,TB,5,right_kidney,0.931817,4.8828
swinunetr,20260521,501877_500337,TB,6,testis,0.912296,12.7275
swinunetr,20260521,501877_500337,TB,7,thoracic_cavity,0.977342,3.9062
swinunetr,20260521,501877_500337,TB,8,abdominal_and_pelvic_cavity,0.974870,5.0000
swinunetr,20260521,405948_400388,TB,1,front,0.983731,14.0576
swinunetr,20260521,405948_400388,TB,2,middle,0.961781,15.0000
swinunetr,20260521,405948_400388,TB,3,end,0.981320,9.2645
swinunetr,20260521,405948_400388,TB,4,left_kidney,0.955499,3.5210
swinunetr,20260521,405948_400388,TB,5,right_kidney,0.879510,11.7187
swinunetr,20260521,405948_400388,TB,6,testis,0.924643,5.7951
swinunetr,20260521,405948_400388,TB,7,thoracic_cavity,0.977625,4.1432
swinunetr,20260521,405948_400388,TB,8,abdominal_and_pelvic_cavity,0.979754,5.0000
swinunetr,20260521,403390_402127,TB,1,front,0.990871,5.1872
swinunetr,20260521,403390_402127,TB,2,middle,0.979317,5.5243
swinunetr,20260521,403390_402127,TB,3,end,0.985946,5.0000
swinunetr,20260521,403390_402127,TB,4,left_kidney,0.619680,33.6601
swinunetr,20260521,403390_402127,TB,5,right_kidney,0.756222,131.9621
swinunetr,20260521,403390_402127,TB,6,testis,0.932413,6.9053
swinunetr,20260521,403390_402127,TB,7,thoracic_cavity,0.979933,3.5210
swinunetr,20260521,403390_402127,TB,8,abdominal_and_pelvic_cavity,0.980759,4.8828
swinunetr,20260521,403339_402475,TB,1,front,0.976559,20.0000
swinunetr,20260521,403339_402475,TB,2,middle,0.948210,20.1898
swinunetr,20260521,403339_402475,TB,3,end,0.971863,14.5458
swinunetr,20260521,403339_402475,TB,4,left_kidney,0.822911,138.7754
swinunetr,20260521,403339_402475,TB,5,right_kidney,0.788734,16.2302
swinunetr,20260521,403339_402475,TB,6,testis,0.922222,14.0236
swinunetr,20260521,403339_402475,TB,7,thoracic_cavity,0.975445,5.0000
swinunetr,20260521,403339_402475,TB,8,abdominal_and_pelvic_cavity,0.973995,6.5510
swinunetr,20260522,156052000037132,HZAU,1,front,0.974523,11.7951
swinunetr,20260522,156052000037132,HZAU,2,middle,0.972691,10.0000
swinunetr,20260522,156052000037132,HZAU,3,end,0.987702,6.3757
swinunetr,20260522,156052000037132,HZAU,4,left_kidney,0.939596,4.5105
swinunetr,20260522,156052000037132,HZAU,5,right_kidney,0.948039,4.5105
swinunetr,20260522,156052000037132,HZAU,7,thoracic_cavity,0.991860,1.2510
swinunetr,20260522,156052000037132,HZAU,8,abdominal_and_pelvic_cavity,0.991272,2.5020
swinunetr,20260522,156052000037132,HZAU,9,head,0.963566,10.3083
swinunetr,20260522,156052000036762,HZAU,1,front,0.981021,10.0000
swinunetr,20260522,156052000036762,HZAU,2,middle,0.976115,10.0000
swinunetr,20260522,156052000036762,HZAU,3,end,0.990509,5.0000
swinunetr,20260522,156052000036762,HZAU,4,left_kidney,0.965050,2.5020
swinunetr,20260522,156052000036762,HZAU,5,right_kidney,0.973092,1.2510
swinunetr,20260522,156052000036762,HZAU,7,thoracic_cavity,0.991399,1.2510
swinunetr,20260522,156052000036762,HZAU,8,abdominal_and_pelvic_cavity,0.991627,2.5020
swinunetr,20260522,156052000036762,HZAU,9,head,0.981010,5.0000
swinunetr,20260522,133140_114338,TB,1,front,0.989674,6.8359
swinunetr,20260522,133140_114338,TB,2,middle,0.977246,6.4935
swinunetr,20260522,133140_114338,TB,3,end,0.983682,5.0000
swinunetr,20260522,133140_114338,TB,4,left_kidney,0.955169,2.7621
swinunetr,20260522,133140_114338,TB,5,right_kidney,0.946167,5.2589
swinunetr,20260522,133140_114338,TB,6,testis,0.942723,9.4789
swinunetr,20260522,133140_114338,TB,7,thoracic_cavity,0.978078,5.0000
